Company1_price_high,Company1_price_low,Company2_price_high,Company2_price_low,Company3_price_high,Company3_price_low,Company4_price_high,Company4_price_low
380.0,360.1600036621094,0.6185309886932373,0.5985783934593201,5.0625,4.9375,25.5,24.940000534057617
465.010009765625,380.9800109863281,0.6185309886932373,0.6085546612739563,5.0,4.25,25.450000762939453,25.11000061035156
475.239990234375,430.0,0.6285073161125183,0.6085546612739563,4.5,4.375,25.46500015258789,24.93000030517578
525.0,480.0,0.6584362387657166,0.6185309886932373,4.75,4.5,25.09499931335449,24.530000686645508
533.0,500.0,0.6484599113464355,0.6085546612739563,4.8125,4.6875,25.34000015258789,24.530000686645508
533.0,533.0,0.6285073161125183,0.5786257386207581,4.6875,4.4375,25.479999542236328,24.90999984741211
534.0,527.02001953125,0.6085546612739563,0.5886020660400391,4.6875,4.4375,24.950000762939453,24.32999992370605
610.0,550.0,0.6285073161125183,0.6085546612739563,4.625,4.5625,25.489999771118164,24.974000930786133
611.8200073242188,600.0,0.6285073161125183,0.5886020660400391,4.5625,4.5,26.309999465942383,24.725000381469727
674.9299926757812,619.8800048828125,0.5985783934593201,0.5886020660400391,4.5625,4.5,25.61000061035156,24.93000030517578
730.3099975585938,672.8300170898438,0.5985783934593201,0.5786257386207581,4.4375,4.4375,25.38999938964844,24.350000381469727
715.0,605.0,0.6085546612739563,0.5786257386207581,4.5,4.375,24.90999984741211,24.170000076293945
622.1799926757812,550.0,0.5985783934593201,0.5786257386207581,4.6875,4.5625,24.7450008392334,23.100000381469727
623.989990234375,575.0,0.5985783934593201,0.5786257386207581,4.75,4.6875,25.0,23.690000534057617
615.0,615.0,0.6085546612739563,0.5886020660400391,4.75,4.6875,25.88999938964844,24.71999931335449
578.0,564.77001953125,0.6085546612739563,0.5886020660400391,4.625,4.5625,25.38999938964844,25.239999771118164
563.0,550.0,0.6085546612739563,0.5886020660400391,4.625,4.5625,25.399999618530277,24.68000030517578
595.0,530.0,0.5985783934593201,0.5886020660400391,4.4375,4.375,25.065000534057617,24.270999908447266
536.0,520.0,0.5985783934593201,0.5886020660400391,4.4375,4.375,25.3799991607666,24.57999992370605
523.0,515.0599975585938,0.6085546612739563,0.5886020660400391,4.375,4.375,25.3700008392334,25.100000381469727
522.0,507.8900146484375,0.6085546612739563,0.5786257386207581,4.375,4.375,25.8799991607666,25.1299991607666
600.0,550.0,0.5985783934593201,0.5786257386207581,4.375,4.375,26.395000457763672,25.5
635.9299926757812,594.9000244140625,0.5886020660400391,0.5486968159675598,4.4375,4.3125,26.25,25.920000076293945
641.5999755859375,615.0,0.5586731433868408,0.5387205481529236,4.5,4.4375,26.25,25.905000686645508
650.010009765625,620.0,0.5686494708061218,0.5387205481529236,4.375,4.1875,26.25,25.729999542236328
630.0,600.0,0.5786257386207581,0.5586731433868408,4.1875,4.125,26.25,25.76000022888184
617.0399780273438,610.7999877929688,0.5686494708061218,0.5486968159675598,4.3125,4.1875,26.239999771118164,26.040000915527344
644.0,612.7899780273438,0.5686494708061218,0.5486968159675598,4.1875,4.0625,26.170000076293945,25.850000381469727
639.6799926757812,624.9000244140625,0.5686494708061218,0.5486968159675598,4.1875,4.0625,26.200000762939453,25.96999931335449
640.0,629.4600219726562,0.5586731433868408,0.5387205481529236,4.125,4.0625,26.459999084472656,25.920000076293945
650.0,630.0,0.5586731433868408,0.5187679529190063,4.1875,4.1875,26.299999237060547,25.981000900268555
636.8099975585938,636.8099975585938,0.5287442207336426,0.4788627028465271,4.1875,4.1875,26.32999992370605,25.250999450683597
666.4199829101562,640.0,0.4788627028465271,0.4788627028465271,4.25,4.25,26.450000762939453,26.0
648.6099853515625,640.0,0.5087916254997253,0.4788627028465271,4.25,4.25,26.36000061035156,25.81999969482422
639.47998046875,623.3599853515625,0.5087916254997253,0.4788627028465271,4.25,4.1875,26.459999084472656,26.100000381469727
629.8499755859375,600.0,0.5087916254997253,0.4888390004634857,4.25,4.125,27.729999542236328,25.84000015258789
620.0,610.5,0.4988153278827667,0.4888390004634857,4.25,4.125,27.8799991607666,27.200000762939453
590.010009765625,569.0,0.5087916254997253,0.4788627028465271,4.25,4.125,27.790000915527344,27.21999931335449
597.97998046875,570.8200073242188,0.4988153278827667,0.4788627028465271,4.3125,4.3125,27.96999931335449,27.25
618.0,599.0,0.4988153278827667,0.4788627028465271,4.3125,4.25,28.0,27.350000381469727
620.0,615.0,0.5586731433868408,0.5087916254997253,4.3125,4.3125,27.8799991607666,27.350000381469727
625.0,607.489990234375,0.5686494708061218,0.5287442207336426,4.3125,4.3125,27.924999237060547,27.700000762939453
701.989990234375,625.0,0.5586731433868408,0.5486968159675598,4.6875,4.4375,28.0,27.684999465942383
710.2100219726562,676.0599975585938,0.5786257386207581,0.5586731433868408,4.8125,4.6875,28.0,27.75
719.0,717.47998046875,0.5886020660400391,0.5586731433868408,4.9375,4.8125,28.459999084472656,27.809999465942383
720.0,720.0,0.5686494708061218,0.5586731433868408,5.0,5.0,28.975000381469727,27.799999237060547
720.0,719.8499755859375,0.5586731433868408,0.5486968159675598,4.9375,4.9375,28.200000762939453,26.18000030517578
720.0,720.0,0.5586731433868408,0.5486968159675598,4.9375,4.8125,26.670000076293945,26.020000457763672
737.9299926757812,725.0,0.5486968159675598,0.5287442207336426,4.875,4.875,26.540000915527344,26.100000381469727
790.0,749.989990234375,0.5686494708061218,0.5287442207336426,4.75,4.6875,26.26000022888184,26.0
900.0,790.0,0.5486968159675598,0.5287442207336426,4.75,4.6875,26.670000076293945,26.100000381469727
885.0,871.25,0.5187679529190063,0.5187679529190063,4.8125,4.6875,26.780000686645508,26.600000381469727
900.0,860.0,0.5486968159675598,0.5486968159675598,4.8125,4.6875,27.200000762939453,26.1299991607666
910.0,879.9099731445312,0.5486968159675598,0.5486968159675598,4.875,4.8125,27.399999618530277,26.18000030517578
975.0,899.989990234375,0.5486968159675598,0.5287442207336426,4.9375,4.875,27.420000076293945,26.5
1009.9500122070312,930.0499877929688,0.5486968159675598,0.5287442207336426,4.875,4.875,27.459999084472656,26.395000457763672
1024.0,954.3099975585938,0.5387205481529236,0.5287442207336426,4.9375,4.875,27.799999237060547,26.950000762939453
1038.1600341796875,980.010009765625,0.5486968159675598,0.5287442207336426,4.9375,4.875,27.5,27.149999618530277
1074.0,1023.3099975585938,0.5486968159675598,0.5187679529190063,4.8125,4.75,27.56999969482422,27.149999618530277
1079.949951171875,1019.0,0.5486968159675598,0.5187679529190063,4.75,4.75,28.0,27.450000762939453
1035.0,973.0,0.5786257386207581,0.5287442207336426,4.75,4.75,27.988000869750977,27.63999938964844
1018.3800048828124,965.0,0.6185309886932373,0.5586731433868408,4.8125,4.8125,27.979999542236328,27.65999984741211
1017.97998046875,846.1799926757812,0.6185309886932373,0.6085546612739563,4.875,4.75,27.559999465942383,26.989999771118164
917.989990234375,860.8499755859375,0.6185309886932373,0.5985783934593201,4.8125,4.8125,27.440000534057617,26.670000076293945
872.0,820.9600219726562,0.6085546612739563,0.5786257386207581,4.8125,4.8125,28.0,27.049999237060547
902.0,865.6199951171875,0.6085546612739563,0.5786257386207581,4.6875,4.6875,28.0,27.5
943.4199829101562,901.0,0.6085546612739563,0.5786257386207581,4.75,4.6875,27.75,27.399999618530277
906.8599853515624,900.0,0.6285073161125183,0.5886020660400391,4.75,4.6875,27.549999237060547,27.25
915.7899780273438,900.5,0.6285073161125183,0.6185309886932373,4.6875,4.5,27.649999618530277,26.950000762939453
985.0,900.0,0.6285073161125183,0.6085546612739563,4.5,4.25,28.0,27.549999237060547
